Date,Sentiment_Scores
2010-01-12,[0.08395246 0.13324282 0.2146153  0.3552083  0.21298115]
2010-01-13,[0.11443167 0.12252773 0.14500463 0.3142923  0.30374363]
2010-01-14,[0.1445288  0.20716733 0.21363606 0.27220336 0.16246454]
2010-01-15,[0.2294239  0.27162746 0.20275792 0.19861455 0.09757614]
2010-01-19,[0.2884488  0.29592478 0.23723537 0.13089237 0.04749865]
2010-01-20,[0.26582387 0.36891103 0.18796368 0.12710728 0.05019412]
2010-01-21,[0.10959188 0.22094353 0.31089717 0.27574235 0.08282509]
2010-01-22,[0.3615713  0.28100127 0.16381916 0.1266706  0.0669376 ]
2010-01-25,[0.06946022 0.06749941 0.11252568 0.29871634 0.45179835]
2010-01-26,[0.10140038 0.13116568 0.20532787 0.33113408 0.23097196]
2010-01-27,[0.11391382 0.15999414 0.21970683 0.3300865  0.1762988 ]
2010-01-28,[0.0933466  0.24130112 0.3350997  0.26172325 0.06852946]
2010-01-29,[0.32797816 0.5194635  0.13755625 0.01186537 0.00313677]
2010-02-02,[0.00478899 0.01261208 0.06673737 0.49287933 0.4229823 ]
2010-02-03,[0.02738941 0.06987134 0.19846295 0.47454897 0.22972724]
2010-02-04,[0.01925054 0.06111815 0.24191248 0.51122004 0.16649875]
2010-02-05,[0.41575545 0.30244133 0.16356885 0.07870524 0.03952908]
2010-02-08,[0.3292747  0.31134787 0.20121567 0.11355869 0.04460306]
2010-02-09,[0.31541678 0.30229402 0.24243766 0.10677213 0.03307937]
2010-02-10,[0.4377242  0.3239889  0.16442777 0.05157697 0.0222821 ]
2010-02-11,[0.21422812 0.21616477 0.20716096 0.2382739  0.12417232]
2010-02-12,[0.09542474 0.17354114 0.22983702 0.3405306  0.1606665 ]
2010-02-16,[0.237361   0.25293794 0.23959662 0.20230176 0.0678028 ]
2010-02-17,[0.2867587  0.4134082  0.23359546 0.05395247 0.01228514]
2010-02-18,[0.34211513 0.36221406 0.21335232 0.06418488 0.01813364]
2010-02-19,[0.3220386  0.21843173 0.13513345 0.17523925 0.14915697]
2010-02-22,[0.3102805  0.39036036 0.21246375 0.07207083 0.01482458]
2010-02-23,[0.48083225 0.34721458 0.12112625 0.03760796 0.01321896]
2010-02-24,[0.18088196 0.25083125 0.26977268 0.21690373 0.08161033]
2010-02-25,[0.36861774 0.36071256 0.16945729 0.06738552 0.0338269 ]
2010-02-26,[0.7036988  0.20463625 0.05861883 0.02024579 0.01280033]
2010-03-01,[0.3384388  0.23562871 0.16273342 0.16546251 0.09773656]
2010-03-02,[0.4405561  0.22959091 0.16842338 0.11370315 0.04772637]
2010-03-03,[0.5789086  0.23344499 0.1108087  0.05256595 0.02427176]
2010-03-04,[0.16624418 0.2955038  0.31107888 0.17956272 0.04761047]
2010-03-05,[0.43575644 0.20713136 0.18595341 0.10366371 0.06749503]
2010-03-08,[0.03841475 0.0652445  0.17137086 0.45638967 0.2685803 ]
2010-03-09,[0.14338379 0.20787765 0.22151963 0.29091325 0.13630562]
2010-03-10,[0.2060539  0.23911187 0.29350805 0.1721724  0.08915377]
2010-03-11,[0.05061873 0.09492213 0.22433254 0.40569046 0.22443613]
2010-03-12,[0.14654452 0.16255221 0.20432767 0.29034185 0.19623375]
2010-03-15,[0.3589555  0.30736506 0.18049686 0.10547072 0.04771186]
2010-03-16,[0.1392377  0.22180459 0.27053532 0.27899012 0.08943222]
2010-03-17,[0.3457935  0.3013471  0.16971143 0.11803    0.06511799]
2010-03-18,[0.43887714 0.32866365 0.14866798 0.06342746 0.02036384]
2010-03-19,[0.29515326 0.29597956 0.21054764 0.13809489 0.06022463]
2010-03-22,[0.15509912 0.30379206 0.2963547  0.19250503 0.05224908]
2010-03-23,[0.1266033  0.13245638 0.18304892 0.3129765  0.24491486]
2010-03-24,[0.22599621 0.27554768 0.25470945 0.18115251 0.0625942 ]
2010-03-25,[0.3623898  0.27266076 0.1679374  0.11566769 0.08134429]
2010-03-26,[0.3896215  0.2909713  0.16860057 0.09998908 0.05081755]
2010-03-29,[0.25072688 0.35293388 0.26136065 0.10225318 0.03272538]
2010-04-01,[0.11412212 0.11796972 0.17301187 0.30293235 0.29196393]
2010-04-05,[0.35886195 0.24559833 0.15950526 0.13480523 0.10122924]
2010-04-06,[0.26069564 0.24580534 0.19939278 0.17883909 0.11526724]
2010-04-07,[0.21093433 0.28872278 0.22580852 0.17032427 0.1042101 ]
2010-04-08,[0.33567417 0.36463267 0.20057857 0.07654324 0.02257138]
2010-04-09,[0.42584404 0.34410036 0.15411136 0.05365399 0.02229028]
2010-04-12,[0.24518219 0.27856505 0.2302719  0.16476089 0.08121994]
2010-04-13,[0.1206356  0.20500867 0.24575159 0.27760783 0.1509964 ]
2010-04-14,[0.36606443 0.35392553 0.16110457 0.07618915 0.04271633]
2010-04-15,[0.41402292 0.32963508 0.14205688 0.06880939 0.04547577]
2010-04-16,[0.48896265 0.23337124 0.15526329 0.08700898 0.03539376]
2010-04-19,[0.5049041  0.33872765 0.11175419 0.03094272 0.01367138]
2010-04-20,[0.19942713 0.12282586 0.1208705  0.17587093 0.38100556]
2010-04-21,[0.19013909 0.11177469 0.11244103 0.16628024 0.41936493]
2010-04-22,[0.394194   0.20323712 0.13344043 0.12593864 0.14318977]
2010-04-23,[0.6104006  0.25070265 0.09550397 0.02732878 0.01606396]
2010-04-26,[0.4173784  0.29705578 0.17579816 0.07747087 0.03229683]
2010-04-27,[0.45117518 0.24288851 0.15302554 0.10441411 0.04849662]
2010-04-28,[0.16021946 0.26752484 0.27538702 0.18749206 0.10937665]
2010-04-29,[0.28386635 0.28839883 0.17929624 0.16430968 0.08412886]
2010-04-30,[0.14492318 0.17508416 0.17559789 0.28471494 0.21967988]
2010-05-04,[0.5179385  0.28858253 0.12612946 0.04623685 0.02111267]
2010-05-05,[0.28559187 0.3256114  0.22403672 0.12383761 0.04092246]
2010-05-06,[0.16748512 0.3758956  0.32441908 0.11326873 0.01893143]
2010-05-07,[0.47209904 0.22499889 0.11116352 0.103476   0.08826257]
2010-05-10,[0.0422042  0.07377428 0.17120183 0.42377734 0.2890423 ]
2010-05-11,[0.20344773 0.38914016 0.27560896 0.10975619 0.02204696]
2010-05-12,[0.57576674 0.2150199  0.12625818 0.0547235  0.02823165]
2010-05-13,[0.23212993 0.30100054 0.21945025 0.1740308  0.07338847]
2010-05-14,[0.4119909  0.28275126 0.1656883  0.09314509 0.04642438]
2010-05-17,[0.32768446 0.35350546 0.1802377  0.09432844 0.04424396]
2010-05-18,[0.20558096 0.23971014 0.25367644 0.20807178 0.0929607 ]
2010-05-19,[0.38706937 0.21786296 0.19057849 0.13415594 0.07033317]
2010-05-20,[0.08437553 0.13599885 0.21297738 0.37924552 0.18740273]
2010-05-24,[0.63998264 0.22509591 0.07355788 0.03657553 0.02478805]
2010-05-25,[0.48516402 0.2650871  0.14174384 0.0702336  0.03777148]
2010-05-26,[0.35293794 0.23111951 0.16526179 0.14267103 0.10800967]
2010-05-27,[0.1763335  0.16862959 0.14329422 0.26540294 0.24633975]
2010-05-28,[0.2244789  0.30547786 0.21344033 0.18639886 0.07020399]
2010-06-01,[0.24565813 0.23672804 0.15076607 0.15449734 0.21235047]
2010-06-02,[0.26110652 0.2679663  0.23252793 0.17296721 0.065432  ]
2010-06-03,[0.36601463 0.3143579  0.1683523  0.09514582 0.05612934]
2010-06-04,[0.37827274 0.26156726 0.18777195 0.11039559 0.06199253]
2010-06-07,[0.36917302 0.27604088 0.18432926 0.11305321 0.05740354]
2010-06-08,[0.25310525 0.2865554  0.24674544 0.15968165 0.05391232]
2010-06-09,[0.47464028 0.29361734 0.14912468 0.06052444 0.0220932 ]
2010-06-10,[0.55204606 0.24699844 0.12503698 0.05385068 0.0220679 ]
2010-06-11,[0.22929594 0.18597956 0.18972316 0.24979736 0.14520393]
2010-06-14,[0.32541677 0.36855856 0.23168397 0.06221521 0.01212548]
2010-06-15,[0.23039044 0.19872905 0.23996104 0.22978044 0.10113905]
2010-06-16,[0.56039387 0.25653324 0.11877746 0.03922235 0.0250731 ]
2010-06-17,[0.15716285 0.1523358  0.14704458 0.21515915 0.32829767]
2010-06-18,[0.5668744  0.26819196 0.12235932 0.03208663 0.01048777]
2010-06-21,[0.51289105 0.27337286 0.13119325 0.05165679 0.03088597]
2010-06-22,[0.17472179 0.34226552 0.3061586  0.14217468 0.03467946]
2010-06-23,[0.5777401  0.262335   0.0899955  0.04384609 0.02608336]
2010-06-24,[0.5927645  0.25263467 0.08839707 0.04086981 0.02533399]
2010-06-25,[0.6205565  0.21876848 0.09823275 0.04209935 0.020343  ]
2010-06-28,[0.4907254  0.23745069 0.11444427 0.07574955 0.08163013]
2010-06-29,[0.5223129  0.2853326  0.12856184 0.04110853 0.02268419]
2010-06-30,[0.2650604  0.27751032 0.24951147 0.1386515  0.0692663 ]
2010-07-02,[0.25816584 0.30900484 0.24433309 0.1454311  0.04306509]
2010-07-06,[0.3024755  0.30521706 0.205347   0.13390782 0.05305265]
2010-07-07,[0.399641   0.27846158 0.17613637 0.09927326 0.04648773]
2010-07-08,[0.38427344 0.27816537 0.16562042 0.12334251 0.04859824]
2010-07-09,[0.18547527 0.25224364 0.2379592  0.2180292  0.10629267]
2010-07-12,[0.49331927 0.3286158  0.13433017 0.03470274 0.00903196]
2010-07-13,[0.33905032 0.4558595  0.16804366 0.03037644 0.00667006]
2010-07-14,[0.29480577 0.32470834 0.24790399 0.10707072 0.02551119]
2010-07-15,[0.51671463 0.29618987 0.11850484 0.04819389 0.02039682]
2010-07-16,[0.39101633 0.32921734 0.17845854 0.07786039 0.02344732]
2010-07-19,[0.56589913 0.25608656 0.10739017 0.04821894 0.0224052 ]
2010-07-20,[0.326729   0.30870193 0.19795358 0.10298685 0.06362863]
2010-07-21,[0.25974208 0.3052006  0.2250185  0.14457457 0.06546427]
2010-07-22,[0.14593092 0.2116788  0.22501494 0.2792687  0.13810663]
2010-07-23,[0.41947702 0.39923668 0.14544843 0.02853983 0.00729809]
2010-07-26,[0.2853066  0.36124796 0.23891601 0.09566977 0.01885968]
2010-07-27,[0.2438793  0.29925615 0.22221717 0.17229444 0.06235292]
2010-07-28,[0.15801798 0.2862982  0.28353012 0.18394218 0.08821151]
2010-07-29,[0.5853131  0.22773838 0.10213687 0.05425954 0.03055211]
2010-08-02,[0.38476595 0.33544052 0.1615274  0.07962596 0.03864015]
2010-08-03,[0.3085861  0.37600666 0.1819207  0.09567881 0.0378078 ]
2010-08-04,[0.16756706 0.32501182 0.24167912 0.18191355 0.08382844]
2010-08-05,[0.19187279 0.37094814 0.2383771  0.1495664  0.04923556]
2010-08-06,[0.49915195 0.35977668 0.10643994 0.02340969 0.01122175]
2010-08-09,[0.4072856  0.3234219  0.18009558 0.06664924 0.02254776]
2010-08-10,[0.5016409  0.2240146  0.14270432 0.07514387 0.05649627]
2010-08-11,[0.31109667 0.33719626 0.19583444 0.1098119  0.04606079]
2010-08-12,[0.24274114 0.2442937  0.2019645  0.20378426 0.10721635]
2010-08-13,[0.3344919  0.28211263 0.1868238  0.12562822 0.07094347]
2010-08-16,[0.11579313 0.27351034 0.31531557 0.23467858 0.06070236]
2010-08-17,[0.23933747 0.1955014  0.18288262 0.21971615 0.16256227]
2010-08-18,[0.5206546  0.29531944 0.11220597 0.05172131 0.02009864]
2010-08-19,[0.3831861  0.35612604 0.17272125 0.07087237 0.01709421]
2010-08-20,[0.05057103 0.15153289 0.29886273 0.36859077 0.13044256]
2010-08-23,[0.16863237 0.26705942 0.26655838 0.23011714 0.06763273]
2010-08-24,[0.31737337 0.2608036  0.21293114 0.13453701 0.07435484]
2010-08-25,[0.36255082 0.34035146 0.18402955 0.08126811 0.03180013]
2010-08-26,[0.40886515 0.3707497  0.14176443 0.05735732 0.02126331]
2010-08-27,[0.5934495  0.26686364 0.09258413 0.03185578 0.0152469 ]
2010-08-30,[0.4704792  0.26338616 0.14367485 0.07199948 0.05046032]
2010-08-31,[0.26483664 0.25377387 0.19700111 0.17553724 0.10885116]
2010-09-02,[0.2525215  0.25345036 0.17521384 0.19027884 0.12853539]
2010-09-03,[0.06488984 0.1495106  0.24877416 0.3835189  0.15330648]
2010-09-07,[0.3530717  0.28570956 0.18916029 0.11363971 0.05841869]
2010-09-08,[0.17540617 0.29058146 0.27110654 0.19875345 0.06415238]
2010-09-09,[0.25773433 0.261491   0.2456278  0.1642537  0.07089321]
2010-09-10,[0.08029649 0.16551436 0.35431242 0.31624794 0.08362877]
2010-09-13,[0.11273161 0.174493   0.23529042 0.30890027 0.16858469]
2010-09-14,[0.02598123 0.05088567 0.10770888 0.37635934 0.43906486]
2010-09-15,[0.1912545  0.36718735 0.27304238 0.1221263  0.04638945]
2010-09-16,[0.0884781  0.27479517 0.3517282  0.21593265 0.06906586]
2010-09-17,[0.09546498 0.15303288 0.2626764  0.3387074  0.1501184 ]
2010-09-20,[0.02521972 0.02464448 0.03512564 0.15191531 0.76309484]
2010-09-21,[0.396067   0.3015801  0.21272482 0.07062951 0.01899854]
2010-09-22,[0.13887551 0.20011236 0.33133793 0.26086032 0.06881388]
2010-09-23,[0.29836246 0.2796922  0.18698668 0.15125886 0.0836998 ]
2010-09-24,[0.30269608 0.3392058  0.20438606 0.10830626 0.04540581]
2010-09-28,[0.1630094  0.26343215 0.26334625 0.19804706 0.11216515]
2010-09-29,[0.07125206 0.15142904 0.27757648 0.34901866 0.15072379]
2010-09-30,[0.08372847 0.15950318 0.2747314  0.3551377  0.12689929]
2010-10-01,[0.15992329 0.171153   0.22258724 0.2683164  0.17802013]
2010-10-04,[0.1980119  0.2571604  0.20074758 0.2299542  0.11412591]
2010-10-05,[0.42001045 0.2848653  0.14102626 0.1009631  0.05313493]
2010-10-06,[0.6088083  0.23824279 0.08930162 0.03986259 0.02378479]
2010-10-07,[0.40536693 0.32628235 0.16183543 0.07682163 0.02969373]
2010-10-08,[0.2717588  0.31718338 0.24737568 0.12565196 0.03803026]
2010-10-11,[0.49266258 0.33873975 0.11633445 0.03632835 0.01593482]
2010-10-12,[0.41439515 0.30104974 0.19026533 0.0661231  0.02816669]
2010-10-13,[0.28236437 0.32797286 0.2212609  0.12065512 0.04774673]
2010-10-15,[0.400304   0.28069946 0.1838699  0.09142632 0.04370032]
2010-10-18,[0.24283665 0.42014608 0.2509862  0.06670042 0.01933066]
2010-10-19,[0.2638077  0.38150042 0.22554341 0.09979384 0.02935459]
2010-10-20,[0.11727843 0.16803735 0.18362729 0.30703607 0.22402082]
2010-10-21,[0.22773789 0.26047045 0.18875642 0.20038134 0.12265384]
2010-10-25,[0.2925056  0.29940286 0.22873159 0.13693102 0.04242902]
2010-10-26,[0.49359247 0.2971231  0.14428665 0.04659631 0.0184015 ]
2010-10-27,[0.02588451 0.08105953 0.23003682 0.4791533  0.18386589]
2010-10-28,[0.05345068 0.10846966 0.17427833 0.42041898 0.24338229]
2010-10-29,[0.37989846 0.3954601  0.15548716 0.04687826 0.02227603]
2010-11-01,[0.6121839  0.2521755  0.07532842 0.03716357 0.0231486 ]
2010-11-02,[0.11388519 0.15342155 0.18625295 0.31064096 0.23579939]
2010-11-03,[0.10433853 0.16394746 0.26142275 0.32777846 0.14251277]
2010-11-05,[0.05965896 0.16676542 0.32520276 0.35117432 0.09719849]
2010-11-08,[0.03254553 0.05070532 0.13872449 0.4074169  0.3706078 ]
2010-11-09,[0.01589228 0.02410592 0.08729941 0.36157256 0.5111298 ]
2010-11-10,[0.38397706 0.27878284 0.15349032 0.0920214  0.09172832]
2010-11-11,[0.08574162 0.11776355 0.24924266 0.3491484  0.19810377]
2010-11-12,[0.3183691  0.27528974 0.24656498 0.11934437 0.04043171]
2010-11-15,[0.5883598  0.24628852 0.11264281 0.03636109 0.01634781]
2010-11-16,[0.12905884 0.11088786 0.11832856 0.2583583  0.38336644]
2010-11-17,[0.20195222 0.15141723 0.15004377 0.23245412 0.26413268]
2010-11-18,[0.09875369 0.16919091 0.2685591  0.30995536 0.15354088]
2010-11-19,[0.23259568 0.39370278 0.21562026 0.1191682  0.03891303]
2010-11-22,[0.17456724 0.22345483 0.24196789 0.25316626 0.10684384]
2010-11-23,[0.4294669  0.23241584 0.16081332 0.10327545 0.07402852]
2010-11-24,[0.06144796 0.08590026 0.13879481 0.42082703 0.29302984]
2010-11-26,[0.2511081  0.22382006 0.19014329 0.20303632 0.13189225]
2010-11-29,[0.3732845  0.4586097  0.13638942 0.02535656 0.00635978]
2010-11-30,[0.44333354 0.33079872 0.12682374 0.06174282 0.03730126]
2010-12-01,[0.36722484 0.20980708 0.16616273 0.14114293 0.11566243]
2010-12-02,[0.38438076 0.31335744 0.17715502 0.0883496  0.03675715]
2010-12-03,[0.24098499 0.32240355 0.23277739 0.14680633 0.05702765]
2010-12-06,[0.20124134 0.23471828 0.19622102 0.2207837  0.14703558]
2010-12-07,[0.2015949  0.22521433 0.24710512 0.22617221 0.09991338]
2010-12-08,[0.5471639  0.33316723 0.08730236 0.02348516 0.0088814 ]
2010-12-09,[0.5477     0.31901443 0.09820154 0.02625426 0.00882984]
2010-12-10,[0.08108213 0.16568017 0.26394922 0.34706265 0.14222582]
2010-12-13,[0.11892684 0.13474952 0.16584039 0.32717335 0.25330988]
2010-12-14,[0.02867295 0.05901172 0.1718309  0.4579246  0.28255984]
2010-12-15,[0.02292873 0.0540687  0.1800541  0.45490438 0.28804404]
2010-12-16,[0.45337343 0.23772882 0.13461362 0.10730073 0.06698342]
2010-12-17,[0.42054462 0.2902199  0.15041423 0.08374402 0.05507721]
2010-12-20,[0.17939845 0.33532363 0.28059226 0.14683418 0.05785153]
2010-12-21,[0.70116776 0.18707895 0.05997483 0.03099482 0.02078359]
2010-12-22,[0.3141918  0.27980095 0.19019991 0.13644683 0.07936047]
2010-12-23,[0.11667807 0.17532443 0.1843405  0.30172825 0.22192876]
2010-12-27,[0.5431117  0.2347123  0.11592576 0.06589068 0.04035957]
2010-12-28,[0.16688792 0.24949557 0.21473697 0.24410583 0.12477364]
2010-12-29,[0.00907414 0.0270362  0.20315829 0.57761776 0.18311366]
2010-12-30,[0.00976896 0.0160635  0.05218597 0.32022962 0.60175204]
2010-12-31,[0.04228226 0.13169627 0.2944994  0.36682165 0.16470042]
2011-01-04,[0.02364953 0.07246029 0.24784876 0.48420373 0.17183766]
2011-01-05,[0.0738914  0.1761047  0.3164786  0.33879262 0.09473269]
2011-01-06,[0.06127005 0.09230971 0.17372558 0.4055994  0.26709527]
2011-01-07,[0.22162777 0.26754507 0.2499152  0.18684489 0.07406709]
2011-01-10,[0.37299687 0.31898782 0.20125106 0.07710636 0.02965785]
2011-01-11,[0.10101673 0.25488245 0.31891987 0.25411183 0.07106915]
2011-01-12,[0.05207565 0.10304011 0.17117272 0.44385117 0.22986034]
2011-01-14,[0.18146679 0.3010374  0.31065035 0.16320938 0.0436361 ]
2011-01-18,[0.1383614  0.41217375 0.32595447 0.10518213 0.01832825]
2011-01-19,[0.21348378 0.3241602  0.23831339 0.16040453 0.06363819]
2011-01-20,[0.05795459 0.11745367 0.21772365 0.36018625 0.24668187]
2011-01-21,[0.12394112 0.24087022 0.2918023  0.23338072 0.11000567]
2011-01-24,[0.1376776  0.21009211 0.24560036 0.27124724 0.13538271]
2011-01-25,[0.10092013 0.18957275 0.29382724 0.28514373 0.1305361 ]
2011-01-27,[0.3513701  0.27855754 0.16250983 0.12175837 0.08580422]
2011-01-28,[0.1097068  0.17953119 0.22048263 0.30331647 0.18696298]
2011-01-31,[0.28871968 0.37834278 0.22529669 0.07349464 0.03414612]
2011-02-02,[0.14915708 0.21847062 0.21551006 0.25494245 0.16191985]
2011-02-03,[0.0738958  0.11927675 0.17125869 0.36989495 0.26567382]
2011-02-04,[0.34442994 0.32466918 0.22236949 0.08157232 0.02695899]
2011-02-07,[0.1752223  0.20388661 0.20116062 0.25932786 0.16040267]
2011-02-08,[0.18334706 0.21204507 0.22896448 0.23552644 0.14011692]
2011-02-10,[0.27728316 0.28035972 0.20997822 0.15622173 0.0761572 ]
2011-02-11,[0.13872534 0.18390791 0.20999828 0.30117702 0.16619137]
2011-02-14,[0.3338724  0.26465878 0.148962   0.13967694 0.11282986]
2011-02-15,[0.46386838 0.27749315 0.151097   0.06990719 0.03763428]
2011-02-16,[0.3655844  0.26842377 0.15173762 0.1294091  0.08484519]
2011-02-17,[0.25386178 0.31117412 0.22412477 0.14118128 0.06965805]
2011-02-18,[0.22147195 0.31555054 0.22283205 0.16802499 0.07212054]
2011-02-22,[0.44139874 0.30375952 0.1573756  0.06922641 0.02823977]
2011-02-23,[0.64590406 0.21477476 0.07433661 0.04430922 0.02067537]
2011-02-24,[0.52550566 0.26552603 0.1250388  0.05364987 0.03027961]
2011-02-25,[0.10581654 0.12831193 0.21956904 0.3387009  0.20760153]
2011-03-01,[0.57348263 0.25414073 0.08493967 0.05021599 0.03722098]
2011-03-02,[0.26238024 0.36516517 0.1963506  0.125422   0.05068195]
2011-03-03,[0.01420816 0.04648614 0.189375   0.55769074 0.19224001]
2011-03-04,[0.04432692 0.07531951 0.20156698 0.4050708  0.27371585]
2011-03-07,[0.03130999 0.0506814  0.10224234 0.3591235  0.45664278]
2011-03-08,[0.05971492 0.11224753 0.26458007 0.39343733 0.17002012]
2011-03-09,[0.07300496 0.19831756 0.31786275 0.31100383 0.09981087]
2011-03-10,[0.07238378 0.16979133 0.25591332 0.31025323 0.19165826]
2011-03-11,[0.11205851 0.18452938 0.28618142 0.28809863 0.129132  ]
2011-03-14,[0.21245417 0.38414174 0.26021206 0.10499119 0.03820081]
2011-03-15,[0.39332038 0.30991063 0.16376632 0.08963148 0.04337123]
2011-03-16,[0.40508708 0.2742113  0.1554054  0.10702041 0.05827577]
2011-03-18,[0.19622284 0.19800068 0.19812751 0.24349007 0.16415891]
2011-03-21,[0.14392471 0.17770308 0.1983055  0.28276676 0.19729996]
2011-03-22,[0.17233694 0.31129313 0.31180626 0.16346031 0.04110336]
2011-03-23,[0.26815113 0.32992372 0.24993071 0.12017158 0.03182286]
2011-03-24,[0.0196856  0.06296797 0.21154457 0.51248026 0.19332165]
2011-03-25,[0.1380575  0.2412538  0.2228013  0.25537622 0.14251117]
2011-03-28,[0.63493836 0.21099097 0.0911261  0.03884911 0.02409545]
2011-03-29,[0.42334944 0.27039376 0.17326833 0.08876748 0.04422096]
2011-03-30,[0.36485142 0.2695091  0.19526519 0.12432248 0.04605185]
2011-04-01,[0.07555844 0.11294952 0.22125244 0.38375127 0.2064884 ]
2011-04-04,[0.04188719 0.09246325 0.27607727 0.39288408 0.19668818]
2011-04-05,[0.35681486 0.28588966 0.18686414 0.12028705 0.05014431]
2011-04-06,[0.18092453 0.18556768 0.25666082 0.25159648 0.12525046]
2011-04-07,[0.17172252 0.19851206 0.24774922 0.26467183 0.11734433]
2011-04-08,[0.15421142 0.18549441 0.21934575 0.28418308 0.1567653 ]
2011-04-12,[0.3521153  0.29379568 0.2103276  0.09497074 0.04879067]
2011-04-13,[0.12114071 0.27597815 0.36634248 0.18508357 0.05145508]
2011-04-14,[0.16093214 0.11250199 0.14043148 0.27948666 0.30664778]
2011-04-15,[0.16724738 0.23703699 0.23051122 0.2503611  0.1148432 ]
2011-04-18,[0.06545046 0.22268791 0.34375128 0.28817326 0.07993711]
2011-04-19,[0.00440128 0.01035071 0.09464333 0.5144109  0.3761938 ]
2011-04-20,[0.20146695 0.2906938  0.26803508 0.15972689 0.08007722]
2011-04-21,[0.24853764 0.33082685 0.2197101  0.13904054 0.06188488]
2011-04-25,[0.20016843 0.19056372 0.18156372 0.2377691  0.18993503]
2011-04-26,[0.1751531  0.24435328 0.21987191 0.24176128 0.11886039]
2011-04-27,[0.2194117  0.26213908 0.22153519 0.21311708 0.08379702]
2011-04-29,[0.45935878 0.33030066 0.15022789 0.04406553 0.01604722]
2011-05-02,[0.22597407 0.24518375 0.22609778 0.20297813 0.09976625]
2011-05-03,[0.09254204 0.122169   0.1975107  0.3581671  0.22961116]
2011-05-05,[0.01640483 0.05119253 0.16299799 0.47032037 0.2990842 ]
2011-05-06,[0.04610217 0.09046562 0.23411845 0.4422343  0.18707944]
2011-05-09,[0.35189524 0.26590505 0.19625266 0.12445638 0.06149066]
2011-05-10,[0.41237175 0.2830168  0.1607115  0.09377088 0.05012915]
2011-05-11,[0.18225144 0.2577182  0.259149   0.19955426 0.10132706]
2011-05-12,[0.02299421 0.07117022 0.25255838 0.496655   0.15662229]
2011-05-13,[0.43611404 0.26794356 0.16251455 0.0929992  0.0404287 ]
2011-05-16,[0.04637001 0.09242329 0.24432635 0.42124537 0.19563489]
2011-05-17,[0.27565354 0.27236727 0.22193344 0.16887543 0.06117033]
2011-05-19,[0.23566149 0.27234173 0.261453   0.16855668 0.06198709]
2011-05-20,[0.52959645 0.22003989 0.10823744 0.08545583 0.05667038]
2011-05-24,[0.56569123 0.30470455 0.08619461 0.02990747 0.0135022 ]
2011-05-25,[0.69525594 0.21243864 0.06374619 0.01977826 0.008781  ]
2011-05-26,[0.31982023 0.24274719 0.19198355 0.15783563 0.08761338]
2011-05-27,[0.18374518 0.22001572 0.19394985 0.253025   0.14926425]
2011-05-31,[0.20363697 0.26403138 0.2802692  0.1742053  0.07785714]
2011-06-02,[0.19530952 0.24901955 0.19229507 0.21505761 0.14831826]
2011-06-03,[0.41679484 0.26939663 0.15983343 0.10231611 0.051659  ]
2011-06-06,[0.25759774 0.21508017 0.17707758 0.20496331 0.14528114]
2011-06-07,[0.11531365 0.2208722  0.2796926  0.29437903 0.08974256]
2011-06-08,[0.2376403  0.21677141 0.17184587 0.23252928 0.14121316]
2011-06-09,[0.5859232  0.24315424 0.11710282 0.03740223 0.01641752]
2011-06-10,[0.4580049  0.28613356 0.13262643 0.0765528  0.04668231]
2011-06-13,[0.18025628 0.2019048  0.18268275 0.23358846 0.20156771]
2011-06-14,[0.3300061  0.26238045 0.18954055 0.14347489 0.074598  ]
2011-06-15,[0.3300061  0.26238045 0.18954055 0.14347489 0.074598  ]
2011-06-16,[0.30080914 0.27187684 0.18277118 0.15824431 0.0862985 ]
2011-06-17,[0.28303474 0.463905   0.2081507  0.03881194 0.00609758]
2011-06-20,[0.4972071  0.30854177 0.13959157 0.04035887 0.01430068]
2011-06-21,[0.16094711 0.34172115 0.34770024 0.12737471 0.02225686]
2011-06-23,[0.08455151 0.23925751 0.32155642 0.26233736 0.09229727]
2011-06-24,[0.44489324 0.28241798 0.17350669 0.07043917 0.02874293]
2011-06-27,[0.04135156 0.12958024 0.40444335 0.36738765 0.05723726]
2011-06-28,[0.2974928  0.30370778 0.27674463 0.09504379 0.027011  ]
2011-06-29,[0.19116879 0.23860948 0.1921514  0.22979395 0.14827646]
2011-07-01,[0.6234666  0.16522782 0.08252008 0.05139624 0.07738922]
2011-07-05,[0.45523548 0.2741781  0.17162213 0.07529193 0.02367226]
2011-07-06,[0.05631172 0.14993232 0.38640624 0.32599372 0.08135601]
2011-07-07,[0.16036275 0.16382644 0.23837316 0.25553674 0.18190093]
2011-07-08,[0.08187515 0.2191774  0.3605857  0.27948287 0.05887887]
2011-07-11,[0.26559842 0.26155922 0.20835999 0.1832414  0.08124101]
2011-07-12,[0.35075235 0.36166665 0.15805459 0.08948699 0.04003939]
2011-07-13,[0.09251947 0.38161525 0.37569913 0.12885223 0.02131391]
2011-07-14,[0.06578919 0.18392564 0.2987548  0.32939547 0.12213491]
2011-07-18,[0.48938507 0.2592725  0.12073358 0.07084978 0.05975904]
2011-07-19,[0.04719418 0.06218746 0.11331055 0.3978648  0.37944305]
2011-07-20,[0.2162873  0.16061993 0.13619459 0.21747437 0.26942387]
2011-07-21,[0.24777776 0.34895697 0.28062707 0.10355967 0.01907851]
2011-07-22,[0.49791068 0.26440567 0.13653482 0.0671087  0.0340401 ]
